ID,avgVisitor
2020-10-10,14.43499085
2020-10-11,14.03085502
2020-10-12,13.58234952
2020-10-13,13.13095459
2020-10-14,13.50015698
2020-10-15,13.84479559
2020-10-16,14.29680941
2020-10-17,14.7473824
2020-10-18,14.41357081
2020-10-19,14.0063967
2020-10-20,13.88423817
2020-10-21,13.31493867
2020-10-22,14.52024866
2020-10-23,14.95555041
2020-10-24,15.30012155
2020-10-25,14.98965237
2020-10-26,14.42777536
2020-10-27,14.28644217
2020-10-28,14.6526931
2020-10-29,14.88699769
2020-10-30,15.44940947
2020-10-31,15.72134139
2020-11-01,15.38014519
2020-11-02,14.53251264
2020-11-03,13.96822499
2020-11-04,13.99965473
2020-11-05,14.50711646
2020-11-06,15.32355101
2020-11-07,15.47143352
2020-11-08,14.57032831
2020-11-09,13.72657503
2020-11-10,13.35434266
2020-11-11,13.40469331
2020-11-12,13.87751182
2020-11-13,14.25760167
2020-11-14,14.56806505
2020-11-15,14.10696528
2020-11-16,13.5001199
2020-11-17,13.4738076
2020-11-18,13.80010626
2020-11-19,13.63051205
2020-11-20,13.56001536
2020-11-21,13.85091423
2020-11-22,13.21593514
2020-11-23,12.42468856
2020-11-24,12.08504148
2020-11-25,12.43002238
2020-11-26,12.69528144
2020-11-27,13.1778039
2020-11-28,13.18845064
2020-11-29,12.7383134
2020-11-30,12.1928731
2020-12-01,11.73818102
2020-12-02,12.0863003
2020-12-03,12.35939879
2020-12-04,12.82971959
2020-12-05,13.13496455
2020-12-06,12.62217067
2020-12-07,12.29928344
2020-12-08,11.77149711
